LSOA11CD,LAD11NM,PTAL Score,lsoademographics_White,lsoademographics_Mixed/multiple ethnic groups,lsoademographics_Asian/Asian British,lsoademographics_Black/African/Caribbean/Black British,lsoademographics_Other ethnic group,lsoademographics_BAME,lsoademographics_White (%),lsoademographics_Mixed/multiple ethnic groups (%),lsoademographics_Asian/Asian British (%),lsoademographics_Black/African/Caribbean/Black British (%),lsoademographics_Other ethnic group (%),lsoademographics_BAME (%),lsoademographics_United Kingdom,lsoademographics_Not United Kingdom,lsoademographics_% United Kingdom,lsoademographics_% Not United Kingdom,lsoademographics_Households with at least one person aged 16 or over with English as a main language,lsoademographics_Households where no people aged 16 or over have English as a main language,lsoademographics_% of households with at least one person aged 16 or over with English as a main language,lsoademographics_% of households where no people aged 16 or over have English as a main language,lsoademographics_Christian,lsoademographics_Buddhist,lsoademographics_Hindu,lsoademographics_Jewish,lsoademographics_Muslim,lsoademographics_Sikh,lsoademographics_Other religion,lsoademographics_No religion,lsoademographics_Religion not stated,lsoademographics_Christian (%),lsoademographics_Buddhist (%),lsoademographics_Hindu (%),lsoademographics_Jewish (%),lsoademographics_Muslim (%),lsoademographics_Sikh (%),lsoademographics_Other religion (%),lsoademographics_No religion (%),lsoademographics_Religion not stated (%),IMD only_LSOA name (2011),IMD only_Index of Multiple Deprivation (IMD) Score,IMD only_Income Score (rate),IMD only_Employment Score (rate),"IMD only_Education, Skills and Training Score",IMD only_Health Deprivation and Disability Score,IMD only_Crime Score,IMD only_Barriers to Housing and Services Score,IMD only_Living Environment Score,lsoahouseprices_House Prices;Median Price;2014,Mean and Median Incomes_2012/13mean,Mean and Median Incomes_2012/13median,lsoaages_All Ages,lsoaages_0-15,lsoaages_16-29,lsoaages_30-44,lsoaages_45-64,lsoaages_65+,lsoaages_Working-age
E01004292,Tower Hamlets,11.6572,1250,86,334,28,40,488,71.9,4.9,19.2,1.6,2.3,28.1,980,758,56.4,43.6,693,125,84.7,15.3,699,30,36,14,179,2,1,475,302,40.2,1.7,2.1,0.8,10.3,0.1,0.1,27.3,17.4,Tower Hamlets 026A,7.7,0,0,3.3,-0.5,0,22.4,23.5,557275,70760,52720,1738,171,577,635,285,70,1497
E01004293,Tower Hamlets,22.5279,1620,69,360,41,35,505,76.2,3.2,16.9,1.9,1.6,23.8,1231,894,57.9,42.1,961,172,84.8,15.2,959,25,25,16,205,3,7,568,317,45.1,1.2,1.2,0.8,9.6,0.1,0.3,26.7,14.9,Tower Hamlets 027B,8.8,0.1,0,2.8,-0.9,-0.4,22,32.7,682500,76740,56510,2125,200,572,722,473,158,1767
E01004294,Tower Hamlets,28.0476,1049,87,514,73,34,708,59.7,5,29.3,4.2,1.9,40.3,1032,725,58.7,41.3,718,159,81.9,18.1,599,28,26,7,367,5,4,437,284,34.1,1.6,1.5,0.4,20.9,0.3,0.2,24.9,16.2,Tower Hamlets 026B,18.6,0.1,0.1,6.7,-0.2,-0.7,29.9,32.1,425000,61770,46740,1757,191,542,618,319,87,1479
E01004295,Tower Hamlets,19.1191,320,41,1026,103,26,1196,21.1,2.7,67.7,6.8,1.7,78.9,814,702,53.7,46.3,317,183,63.4,36.6,239,6,15,2,957,4,4,111,178,15.8,0.4,1,0.1,63.1,0.3,0.3,7.3,11.7,Tower Hamlets 026C,31.1,0.2,0.1,30.8,-0.1,0.6,31.8,31.2,270000,46120,35240,1516,446,403,386,189,92,978
E01004296,Tower Hamlets,18.8066,722,67,720,70,26,883,45,4.2,44.9,4.4,1.6,55,968,637,60.3,39.7,549,135,80.3,19.7,435,9,13,8,644,6,7,266,217,27.1,0.6,0.8,0.5,40.1,0.4,0.4,16.6,13.5,Tower Hamlets 026D,26.1,0.2,0.1,14,0,0.5,31.4,23,422500,52760,40330,1605,312,468,443,278,104,1189
E01004297,Tower Hamlets,18.1956,1388,66,290,51,31,438,76,3.6,15.9,2.8,1.7,24,1117,709,61.2,38.8,791,118,87,13,778,20,23,17,173,2,3,534,276,42.6,1.1,1.3,0.9,9.5,0.1,0.2,29.2,15.1,Tower Hamlets 027C,9.3,0.1,0,3.5,-0.7,-0.1,21,26.5,705000,75470,55710,1826,200,503,648,355,120,1506
E01004298,Tower Hamlets,27.7415,484,58,927,136,32,1153,29.6,3.5,56.6,8.3,2,70.4,889,748,54.3,45.7,429,206,67.6,32.4,327,3,11,9,872,2,3,209,201,20,0.2,0.7,0.5,53.3,0.1,0.2,12.8,12.3,Tower Hamlets 022A,41.3,0.3,0.2,22.9,1,0.9,28.7,42.9,315000,42800,32560,1637,347,531,397,226,136,1154
E01004300,Tower Hamlets,26.0274,451,44,709,118,27,898,33.4,3.3,52.6,8.7,2,66.6,801,548,59.4,40.6,379,143,72.6,27.4,350,8,4,3,708,6,1,117,152,25.9,0.6,0.3,0.2,52.5,0.4,0.1,8.7,11.3,Tower Hamlets 022B,36.7,0.3,0.2,22.8,0.7,0.4,29.8,26.3,174000,41270,31300,1349,320,332,351,212,134,895
E01004301,Tower Hamlets,27.0338,335,28,872,72,17,989,25.3,2.1,65.9,5.4,1.3,74.7,713,611,53.9,46.1,276,137,66.8,33.2,190,4,9,2,826,1,10,126,156,14.4,0.3,0.7,0.2,62.4,0.1,0.8,9.5,11.8,Tower Hamlets 025B,35.8,0.3,0.1,17.6,0.4,1.2,34.1,33.2,283000,47840,36590,1324,349,411,310,175,79,896
E01004302,Tower Hamlets,32.6974,360,47,1385,152,43,1627,18.1,2.4,69.7,7.6,2.2,81.9,970,1017,48.8,51.2,393,244,61.7,38.3,259,14,21,5,1341,10,1,165,171,13,0.7,1.1,0.3,67.5,0.5,0.1,8.3,8.6,Tower Hamlets 025C,25.3,0.2,0.1,27.3,-0.4,-0.1,36.8,28.8,248500,45530,34770,1987,581,582,548,200,76,1330
E01004303,Tower Hamlets,21.2281,1060,100,922,253,27,1302,44.9,4.2,39,10.7,1.1,55.1,1429,933,60.5,39.5,768,199,79.4,20.6,762,12,31,8,802,3,6,431,307,32.3,0.5,1.3,0.3,34,0.1,0.3,18.2,13,Tower Hamlets 025D,24,0.2,0.1,8.7,-0.2,0.6,30.6,29.5,499999,51950,39720,2362,518,708,669,318,149,1695
E01004304,Tower Hamlets,26.5155,468,44,1248,122,75,1489,23.9,2.2,63.8,6.2,3.8,76.1,1026,931,52.4,47.6,429,224,65.7,34.3,335,17,8,5,1179,4,5,181,223,17.1,0.9,0.4,0.3,60.2,0.2,0.3,9.2,11.4,Tower Hamlets 022C,38.5,0.3,0.1,24.4,0.5,0.9,31,41,306875,41510,31490,1957,482,601,466,275,133,1342
E01004305,Tower Hamlets,24.8217,686,54,1019,133,60,1266,35.1,2.8,52.2,6.8,3.1,64.9,1126,826,57.7,42.3,487,212,69.7,30.3,481,18,20,12,954,2,9,225,231,24.6,0.9,1,0.6,48.9,0.1,0.5,11.5,11.8,Tower Hamlets 022D,30.9,0.2,0.1,19.8,0.1,0.6,31.3,37.7,350000,41310,31320,1952,480,551,485,253,183,1289
E01004306,Tower Hamlets,46.8554,820,60,808,69,42,979,45.6,3.3,44.9,3.8,2.3,54.4,937,862,52.1,47.9,528,159,76.9,23.1,311,8,5,15,729,4,6,425,296,17.3,0.4,0.3,0.8,40.5,0.2,0.3,23.6,16.5,Tower Hamlets 015A,36.7,0.2,0.1,6.2,0.6,1.4,30.6,54.4,581500,54720,41760,1799,261,704,466,254,114,1424
E01004307,Tower Hamlets,76.633,1481,80,492,65,68,705,67.7,3.7,22.5,3,3.1,32.3,925,1261,42.3,57.7,800,214,78.9,21.1,629,29,40,26,264,5,5,700,488,28.8,1.3,1.8,1.2,12.1,0.2,0.2,32,22.3,Tower Hamlets 015B,14,0.1,0,11.3,-0.6,-0.4,31.6,49.9,660335,61990,46890,2186,139,1046,691,261,49,1998
E01004308,Tower Hamlets,17.9988,559,49,805,42,23,919,37.8,3.3,54.5,2.8,1.6,62.2,764,714,51.7,48.3,374,130,74.2,25.8,248,8,32,16,708,3,2,293,168,16.8,0.5,2.2,1.1,47.9,0.2,0.1,19.8,11.4,Tower Hamlets 015C,28.8,0.2,0.1,13.7,0.1,0.9,30.1,30.5,560000,49690,38010,1478,275,525,359,208,111,1092
E01004309,Tower Hamlets,38.8114,1025,90,1471,201,65,1827,35.9,3.2,51.6,7,2.3,64.1,1483,1369,52,48,587,315,65.1,34.9,460,9,32,8,1361,13,7,521,441,16.1,0.3,1.1,0.3,47.7,0.5,0.2,18.3,15.5,Tower Hamlets 015D,38.5,0.3,0.2,19.6,0.8,0.6,32.3,35.6,450000,47290,36160,2852,466,1179,698,348,161,2225
E01004310,Tower Hamlets,91.2215,771,50,1039,83,28,1200,39.1,2.5,52.7,4.2,1.4,60.9,965,1006,49,51,551,242,69.5,30.5,356,9,21,5,911,2,7,339,321,18.1,0.5,1.1,0.3,46.2,0.1,0.4,17.2,16.3,Tower Hamlets 015E,37.3,0.3,0.2,17.1,0.7,0.6,33.3,44.1,412500,48750,37300,1971,269,752,522,292,136,1566
E01004311,Tower Hamlets,25.8851,791,51,541,115,20,727,52.1,3.4,35.6,7.6,1.3,47.9,929,589,61.2,38.8,529,115,82.1,17.9,428,19,8,7,459,8,1,370,218,28.2,1.3,0.5,0.5,30.2,0.5,0.1,24.4,14.4,Tower Hamlets 006A,38.8,0.3,0.1,13.5,0.7,1.7,27.8,37.1,435000,45760,34960,1518,303,408,422,232,153,1062
E01004312,Tower Hamlets,15.0609,601,62,767,147,37,1013,37.2,3.8,47.5,9.1,2.3,62.8,900,714,55.8,44.2,482,146,76.8,23.2,319,14,6,9,710,1,8,253,294,19.8,0.9,0.4,0.6,44,0.1,0.5,15.7,18.2,Tower Hamlets 009A,39.6,0.3,0.1,22.9,0.7,1.2,29.7,33,400500,42800,32570,1614,326,489,372,265,162,1126
E01004313,Tower Hamlets,23.7138,945,80,805,153,60,1098,46.3,3.9,39.4,7.5,2.9,53.7,1180,863,57.8,42.2,588,224,72.4,27.6,495,26,4,15,751,0,5,397,350,24.2,1.3,0.2,0.7,36.8,0,0.2,19.4,17.1,Tower Hamlets 009B,24.6,0.2,0.1,15.3,0,0.3,31.8,36.6,416000,46690,35690,2043,465,678,528,239,133,1445
E01004314,Tower Hamlets,15.0317,850,70,146,21,13,250,77.3,6.4,13.3,1.9,1.2,22.7,758,342,68.9,31.1,445,48,90.3,9.7,320,9,0,19,125,0,7,446,174,29.1,0.8,0,1.7,11.4,0,0.6,40.5,15.8,Tower Hamlets 006B,21.6,0.1,0.1,2.7,0.1,1.4,21.6,44.5,797500,64400,48530,1100,161,255,363,204,117,822
E01004315,Tower Hamlets,26.8641,930,83,480,102,33,698,57.1,5.1,29.5,6.3,2,42.9,905,723,55.6,44.4,571,147,79.5,20.5,439,21,8,12,430,2,7,410,299,27,1.3,0.5,0.7,26.4,0.1,0.4,25.2,18.4,Tower Hamlets 006C,32.6,0.2,0.1,15.1,0.4,1.7,28.4,34.3,525000,50480,38620,1628,190,550,454,286,148,1290
E01004316,Tower Hamlets,40.0847,537,38,484,55,24,601,47.2,3.3,42.5,4.8,2.1,52.8,643,495,56.5,43.5,360,95,79.1,20.9,216,11,15,8,438,2,3,288,157,19,1,1.3,0.7,38.5,0.2,0.3,25.3,13.8,Tower Hamlets 009C,39.1,0.2,0.1,12.3,0.6,2.1,32.7,46.2,620000,50330,38500,1138,202,427,301,161,47,889
E01004317,Tower Hamlets,26.3875,1588,135,823,112,48,1118,58.7,5,30.4,4.1,1.8,41.3,1588,1118,58.7,41.3,995,198,83.4,16.6,606,16,22,29,645,10,16,881,481,22.4,0.6,0.8,1.1,23.8,0.4,0.6,32.6,17.8,Tower Hamlets 009D,27.6,0.2,0.1,4.2,0.4,1.3,31.5,35.2,525000,54780,41800,2706,324,1107,911,273,91,2291
E01004318,Tower Hamlets,17.2967,641,78,471,208,61,818,43.9,5.3,32.3,14.3,4.2,56.1,856,603,58.7,41.3,486,144,77.1,22.9,433,14,3,5,446,2,5,294,257,29.7,1,0.2,0.3,30.6,0.1,0.3,20.2,17.6,Tower Hamlets 006D,35.9,0.2,0.2,19.3,0.6,0.9,28.4,34.9,310000,47310,36180,1459,319,423,420,223,74,1066
E01004319,Tower Hamlets,27.4237,394,44,1335,89,24,1492,20.9,2.3,70.8,4.7,1.3,79.1,902,984,47.8,52.2,358,237,60.2,39.8,186,11,14,4,1234,4,2,206,225,9.9,0.6,0.7,0.2,65.4,0.2,0.1,10.9,11.9,Tower Hamlets 021A,32.6,0.3,0.1,17,0.2,0.8,32.8,34.5,320000,42690,32470,1886,416,659,430,241,140,1330
E01004321,Tower Hamlets,31.5002,491,32,1165,96,38,1331,26.9,1.8,63.9,5.3,2.1,73.1,928,894,50.9,49.1,476,235,66.9,33.1,266,18,18,5,982,3,9,245,276,14.6,1,1,0.3,53.9,0.2,0.5,13.4,15.1,Tower Hamlets 021C,33.8,0.3,0.1,13,0.2,0.9,33,34.1,385000,46560,35590,1822,318,603,506,247,148,1356
E01004322,Tower Hamlets,35.3089,503,47,605,87,50,789,38.9,3.6,46.8,6.7,3.9,61.1,700,592,54.2,45.8,384,118,76.5,23.5,288,4,33,35,525,8,7,194,198,22.3,0.3,2.6,2.7,40.6,0.6,0.5,15,15.3,Tower Hamlets 017A,32.3,0.2,0.1,11.6,0.4,1.5,30.7,38.3,340000,45950,35100,1292,235,440,336,179,102,955
E01004323,Tower Hamlets,31.3955,585,43,761,39,38,881,39.9,2.9,51.9,2.7,2.6,60.1,829,637,56.5,43.5,371,109,77.3,22.7,251,10,13,20,700,2,2,254,214,17.1,0.7,0.9,1.4,47.7,0.1,0.1,17.3,14.6,Tower Hamlets 017B,27.8,0.2,0.1,11.4,0.8,0.7,29.3,24,375000,46800,35780,1466,276,564,341,184,101,1089
E01004324,Tower Hamlets,22.2961,416,41,1023,69,25,1158,26.4,2.6,65,4.4,1.6,73.6,842,732,53.5,46.5,329,156,67.8,32.2,245,11,4,15,957,1,2,146,193,15.6,0.7,0.3,1,60.8,0.1,0.1,9.3,12.3,Tower Hamlets 017C,37.5,0.2,0.1,31,1.2,0.7,32.2,33,310000,43460,33100,1574,394,485,381,211,103,1077
E01004325,Tower Hamlets,41.3271,1278,104,978,73,54,1209,51.4,4.2,39.3,2.9,2.2,48.6,1259,1228,50.6,49.4,761,272,73.7,26.3,514,26,53,16,782,5,4,683,404,20.7,1,2.1,0.6,31.4,0.2,0.2,27.5,16.2,Tower Hamlets 021D,24.5,0.1,0,5.9,-0.3,0.7,34.7,76.7,487500,53780,41070,2487,293,1275,664,162,93,2101
E01004326,Tower Hamlets,29.3182,602,57,643,85,57,842,41.7,3.9,44.5,5.9,3.9,58.3,737,707,51,49,424,199,68.1,31.9,315,11,10,33,569,3,1,260,242,21.8,0.8,0.7,2.3,39.4,0.2,0.1,18,16.8,Tower Hamlets 017D,26.3,0.2,0.1,11.8,-0.1,1.3,30,39.7,308500,45980,35130,1444,264,490,407,178,105,1075
E01032739,City of London,111.479,813,37,162,9,23,231,77.9,3.5,15.5,0.9,2.2,22.1,520,524,49.8,50.2,536,140,79.3,20.7,511,9,32,13,36,4,2,341,96,48.9,0.9,3.1,1.2,3.4,0.4,0.2,32.7,9.2,City of London 001F,13.6,0,0,1.8,-0.7,-1.6,46.3,49.2,757125,99220,63530,1044,65,374,361,206,38,941
E01032764,Tower Hamlets,9.98092,843,72,250,95,42,459,64.7,5.5,19.2,7.3,3.2,35.3,853,449,65.5,34.5,554,89,86.2,13.8,433,9,19,13,189,5,12,426,196,33.3,0.7,1.5,1,14.5,0.4,0.9,32.7,15.1,Tower Hamlets 004E,22.2,0.1,0.1,6.5,0.3,0.8,38.2,30.7,347750,53860,41130,1302,157,514,400,158,73,1072
E01032765,Tower Hamlets,12.334,866,115,325,144,38,622,58.2,7.7,21.8,9.7,2.6,41.8,1087,401,73.1,26.9,577,68,89.5,10.5,578,13,24,13,282,8,3,377,190,38.8,0.9,1.6,0.9,19,0.5,0.2,25.3,12.8,Tower Hamlets 004F,28.2,0.2,0.1,20.3,0.4,0.1,34,22.2,337778,49500,37870,1488,250,568,380,222,68,1170
E01032766,Tower Hamlets,33.5614,606,56,504,85,56,701,46.4,4.3,38.6,6.5,4.3,53.6,671,636,51.3,48.7,461,140,76.7,23.3,196,13,20,8,362,2,2,297,407,15,1,1.5,0.6,27.7,0.2,0.2,22.7,31.1,Tower Hamlets 021E,19.8,0.1,0,13.2,-0.2,0.3,34.1,41.6,660500,55150,42070,1307,169,584,398,133,23,1115
E01032767,Tower Hamlets,45.6579,1044,47,376,34,83,540,65.9,3,23.7,2.1,5.2,34.1,739,845,46.7,53.3,592,175,77.2,22.8,468,18,44,17,190,7,4,471,365,29.5,1.1,2.8,1.1,12,0.4,0.3,29.7,23,Tower Hamlets 021F,11.9,0.1,0,8,-0.3,-0.8,27.5,46.7,547500,62700,47380,1584,68,875,486,131,24,1492
E01032768,Tower Hamlets,19.2419,871,56,291,61,28,436,66.6,4.3,22.3,4.7,2.1,33.4,684,623,52.3,47.7,552,144,79.3,20.7,528,23,59,10,88,2,3,379,215,40.4,1.8,4.5,0.8,6.7,0.2,0.2,29,16.4,Tower Hamlets 025E,12.9,0,0,1.1,-0.4,0.5,33.2,43.5,480000,67460,50570,1307,126,417,573,164,27,1154
E01032769,Tower Hamlets,24.0179,657,61,468,40,9,578,53.2,4.9,37.9,3.2,0.7,46.8,654,581,53,47,482,111,81.3,18.7,352,20,71,9,281,3,4,317,178,28.5,1.6,5.7,0.7,22.8,0.2,0.3,25.7,14.4,Tower Hamlets 025F,18,0.1,0,5.1,-0.2,1.1,26.2,36.6,370000,61340,46440,1235,180,361,490,163,41,1014
E01032784,Tower Hamlets,16.36,956,75,369,87,29,560,63.1,4.9,24.3,5.7,1.9,36.9,993,523,65.5,34.5,578,114,83.5,16.5,572,9,32,5,299,8,6,412,173,37.7,0.6,2.1,0.3,19.7,0.5,0.4,27.2,11.4,Tower Hamlets 004G,22.8,0.1,0.1,6.7,0.8,0.6,35.2,28.9,315000,52820,40370,1516,225,646,423,144,78,1213
E01032785,Tower Hamlets,5.97423,806,111,265,143,23,542,59.8,8.2,19.7,10.6,1.7,40.2,827,521,61.4,38.6,524,92,85.1,14.9,381,12,17,4,288,2,10,436,198,28.3,0.9,1.3,0.3,21.4,0.1,0.7,32.3,14.7,Tower Hamlets 010E,20.8,0.2,0.1,4.8,-0.2,-0.5,31,49,472500,56540,43080,1348,222,425,569,96,36,1090
E01032786,Tower Hamlets,15.9278,789,50,584,103,35,772,50.5,3.2,37.4,6.6,2.2,49.5,985,576,63.1,36.9,521,153,77.3,22.7,431,22,7,2,547,3,3,321,225,27.6,1.4,0.4,0.1,35,0.2,0.2,20.6,14.4,Tower Hamlets 010F,26.7,0.2,0.1,16,0.3,0.2,27.6,25.9,300000,46270,35360,1561,372,374,475,224,116,1073
E01032787,Tower Hamlets,35.3698,687,82,1567,199,32,1880,26.8,3.2,61,7.8,1.2,73.2,1505,1062,58.6,41.4,575,218,72.5,27.5,403,14,11,5,1436,13,8,349,328,15.7,0.5,0.4,0.2,55.9,0.5,0.3,13.6,12.8,Tower Hamlets 011F,34.2,0.3,0.1,27.3,0,0.9,31.9,24.5,440000,42480,32300,2567,663,824,596,336,148,1756
E01033578,Newham,13.6806,512,66,354,284,57,761,40.2,5.2,27.8,22.3,4.5,59.8,499,774,39.2,60.8,407,196,67.5,32.5,493,6,108,3,262,16,7,264,114,38.7,0.5,8.5,0.2,20.6,1.3,0.5,20.7,9,Newham 013E,27.2,0.1,0.1,13.6,0.1,0.2,55.9,58.9,286000,44170,37470,1273,187,610,357,96,23,1063
E01033579,Newham,9.45487,533,68,439,183,70,760,41.2,5.3,34,14.2,5.4,58.8,555,738,42.9,57.1,447,171,72.3,27.7,495,17,100,1,216,9,10,331,114,38.3,1.3,7.7,0.1,16.7,0.7,0.8,25.6,8.8,Newham 013F,21.1,0.1,0,7.2,-0.1,0.3,55.9,48.1,273750,46710,39530,1293,139,621,406,107,20,1134
E01033586,Newham,15.0598,573,90,347,344,56,837,40.6,6.4,24.6,24.4,4,59.4,728,682,51.6,48.4,439,158,73.5,26.5,659,11,70,5,318,15,3,222,107,46.7,0.8,5,0.4,22.6,1.1,0.2,15.7,7.6,Newham 013H,34.5,0.2,0.1,11.6,0.1,0.3,57.3,54,267500,41960,35620,1410,285,370,430,260,65,1060
E01033698,Hackney,17.2561,573,72,167,349,98,686,45.5,5.7,13.3,27.7,7.8,54.5,725,534,57.6,42.4,508,105,82.9,17.1,496,9,14,2,266,7,8,336,121,39.4,0.7,1.1,0.2,21.1,0.6,0.6,26.7,9.6,Hackney 021F,34.4,0.2,0.1,14.7,0.8,0.2,42.1,26.1,350000,40490,33300,1259,222,327,294,224,192,845
E01033700,Hackney,33.7401,956,142,164,239,65,610,61,9.1,10.5,15.3,4.2,39,845,721,54,46,583,114,83.6,16.4,523,22,11,20,158,8,13,659,152,33.4,1.4,0.7,1.3,10.1,0.5,0.8,42.1,9.7,Hackney 021H,30.2,0.1,0.1,9.6,0.5,1.4,45.5,39.9,530000,50150,41060,1566,175,581,565,162,83,1308
E01033704,Hackney,24.1503,1121,91,130,211,78,510,68.7,5.6,8,12.9,4.8,31.3,1043,588,63.9,36.1,654,109,85.7,14.3,468,18,5,40,157,4,14,791,134,28.7,1.1,0.3,2.5,9.6,0.2,0.9,48.5,8.2,Hackney 023F,26.6,0.1,0.1,4.3,0.1,1.3,44.9,51.6,469950,52280,42680,1631,245,515,715,133,23,1363
E01033706,Hackney,37.7289,1096,100,158,132,53,443,71.2,6.5,10.3,8.6,3.4,28.8,751,788,48.8,51.2,601,163,78.7,21.3,569,18,7,30,106,2,8,669,130,37,1.2,0.5,1.9,6.9,0.1,0.5,43.5,8.4,Hackney 027F,32.5,0.1,0,9.3,0.8,1.8,47.4,65.1,600000,53450,43550,1539,123,716,556,116,28,1388
E01033707,Hackney,21.8604,703,71,152,294,83,600,54,5.4,11.7,22.6,6.4,46,691,612,53,47,486,128,79.2,20.8,492,17,6,9,175,9,7,442,146,37.8,1.3,0.5,0.7,13.4,0.7,0.5,33.9,11.2,Hackney 021I,32.5,0.2,0.1,5.1,0.5,1.3,48.7,34.4,709000,45160,37150,1303,144,451,403,224,81,1078
E01033708,Hackney,68.9076,1204,139,136,74,46,395,75.3,8.7,8.5,4.6,2.9,24.7,789,810,49.3,50.7,687,175,79.7,20.3,535,13,18,27,43,2,9,801,151,33.5,0.8,1.1,1.7,2.7,0.1,0.6,50.1,9.4,Hackney 027G,20.1,0,0,5.5,0.1,0.4,49.2,50.5,750000,56690,45910,1599,69,742,616,156,16,1514
E01033712,Hackney,21.7788,951,84,169,321,53,627,60.3,5.3,10.7,20.3,3.4,39.7,929,649,58.9,41.1,554,107,83.8,16.2,560,20,18,19,198,2,7,585,169,35.5,1.3,1.1,1.2,12.5,0.1,0.4,37.1,10.7,Hackney 023G,33.4,0.2,0.1,9.9,0.5,1.2,47.2,47.9,421000,46370,38120,1578,295,502,503,225,53,1230
E01001714,Hackney,22.2945,740,96,173,387,94,750,49.7,6.4,11.6,26,6.3,50.3,721,769,48.4,51.6,440,192,69.6,30.4,689,19,8,11,354,11,9,276,113,46.2,1.3,0.5,0.7,23.8,0.7,0.6,18.5,7.6,Hackney 002A,44.2,0.3,0.2,19,0.4,0.8,45.5,35.9,306250,39430,32400,1490,285,409,376,302,118,1087
E01001715,Hackney,34.1677,931,94,95,144,57,390,70.5,7.1,7.2,10.9,4.3,29.5,760,561,57.5,42.5,537,136,79.8,20.2,495,12,7,13,92,4,2,593,103,37.5,0.9,0.5,1,7,0.3,0.2,44.9,7.8,Hackney 007A,28.3,0.1,0.1,8.2,0.1,0.9,46.8,41,497500,53690,43720,1321,115,444,533,187,42,1164
E01001716,Hackney,38.1211,747,75,176,259,61,571,56.7,5.7,13.4,19.7,4.6,43.3,737,581,55.9,44.1,488,145,77.1,22.9,572,30,6,16,160,34,8,381,111,43.4,2.3,0.5,1.2,12.1,2.6,0.6,28.9,8.4,Hackney 007B,37.1,0.2,0.1,7,0.9,0.7,47.8,42.4,370000,47120,38710,1318,196,438,384,222,78,1044
E01001717,Hackney,13.3067,720,55,189,163,95,502,58.9,4.5,15.5,13.3,7.8,41.1,798,424,65.3,34.7,361,66,84.5,15.5,402,9,15,134,208,6,9,327,112,32.9,0.7,1.2,11,17,0.5,0.7,26.8,9.2,Hackney 007C,27.5,0.2,0.1,11,0.3,0.2,47.3,23.4,436033,49840,40830,1222,271,364,311,214,62,889
E01001718,Hackney,45.3669,1346,108,177,92,64,441,75.3,6,9.9,5.1,3.6,24.7,1075,712,60.2,39.8,679,145,82.4,17.6,607,27,13,29,151,3,13,794,150,34,1.5,0.7,1.6,8.4,0.2,0.7,44.4,8.4,Hackney 007D,20.1,0.1,0,4.7,-0.3,1.1,39.7,44.6,525000,56950,46100,1787,160,689,645,223,70,1557
E01001719,Hackney,13.1775,592,74,107,278,88,547,52,6.5,9.4,24.4,7.7,48,577,562,50.7,49.3,377,107,77.9,22.1,470,15,8,11,254,3,3,274,101,41.3,1.3,0.7,1,22.3,0.3,0.3,24.1,8.9,Hackney 007E,35.7,0.2,0.1,12.9,1.1,0.2,44.8,25,400000,44850,36900,1139,180,276,311,214,158,801
E01001720,Hackney,26.0275,1311,118,114,143,50,425,75.5,6.8,6.6,8.2,2.9,24.5,1169,567,67.3,32.7,697,88,88.8,11.2,639,17,11,29,85,10,13,800,132,36.8,1,0.6,1.7,4.9,0.6,0.7,46.1,7.6,Hackney 007F,19.8,0.1,0.1,5,0.2,0.5,37.3,37.4,524370,56800,45990,1736,184,629,595,238,90,1462
E01001723,Hackney,20.1773,1153,89,395,189,118,791,59.3,4.6,20.3,9.7,6.1,40.7,1254,690,64.5,35.5,552,119,82.3,17.7,482,13,2,347,353,26,10,527,184,24.8,0.7,0.1,17.8,18.2,1.3,0.5,27.1,9.5,Hackney 006A,22.8,0.2,0.1,9.7,0.2,-0.1,41.4,35.1,485000,52200,42610,1944,417,554,521,341,111,1416
E01001724,Hackney,22.2223,1411,132,348,248,80,808,63.6,5.9,15.7,11.2,3.6,36.4,1375,844,62,38,774,206,79,21,682,15,9,68,357,8,15,853,212,30.7,0.7,0.4,3.1,16.1,0.4,0.7,38.4,9.6,Hackney 006B,25.3,0.1,0.1,4.9,0.2,0.1,43.7,46.1,365000,50440,41280,2219,367,682,799,278,93,1759
E01001725,Hackney,16.4691,1174,72,211,275,177,735,61.5,3.8,11.1,14.4,9.3,38.5,1261,648,66.1,33.9,457,116,79.8,20.2,431,5,10,738,299,3,6,210,207,22.6,0.3,0.5,38.7,15.7,0.2,0.3,11,10.8,Hackney 004A,26.6,0.2,0.1,26.7,-0.2,-0.1,41.7,32.4,485000,48160,39530,1909,698,362,434,313,102,1109
E01001726,Hackney,20.0355,560,71,203,411,112,797,41.3,5.2,15,30.3,8.3,58.7,733,624,54,46,345,119,74.4,25.6,496,16,12,186,311,14,4,201,117,36.6,1.2,0.9,13.7,22.9,1,0.3,14.8,8.6,Hackney 004B,32.8,0.3,0.1,30,0.4,-0.2,42.8,25.5,270000,41000,33740,1357,401,308,328,254,66,890
E01001736,Hackney,9.24521,1103,118,102,268,65,553,66.6,7.1,6.2,16.2,3.9,33.4,1164,492,70.3,29.7,618,89,87.4,12.6,537,22,7,13,149,12,9,751,156,32.4,1.3,0.4,0.8,9,0.7,0.5,45.4,9.4,Hackney 012A,21.5,0.1,0.1,2.1,0.1,0.4,39.1,25.5,490000,56910,46070,1656,308,406,533,322,87,1261
