LSOA11CD,LAD11NM,PTAL Score,lsoademographics_White,lsoademographics_Mixed/multiple ethnic groups,lsoademographics_Asian/Asian British,lsoademographics_Black/African/Caribbean/Black British,lsoademographics_Other ethnic group,lsoademographics_BAME,lsoademographics_White (%),lsoademographics_Mixed/multiple ethnic groups (%),lsoademographics_Asian/Asian British (%),lsoademographics_Black/African/Caribbean/Black British (%),lsoademographics_Other ethnic group (%),lsoademographics_BAME (%),lsoademographics_United Kingdom,lsoademographics_Not United Kingdom,lsoademographics_% United Kingdom,lsoademographics_% Not United Kingdom,lsoademographics_Households with at least one person aged 16 or over with English as a main language,lsoademographics_Households where no people aged 16 or over have English as a main language,lsoademographics_% of households with at least one person aged 16 or over with English as a main language,lsoademographics_% of households where no people aged 16 or over have English as a main language,lsoademographics_Christian,lsoademographics_Buddhist,lsoademographics_Hindu,lsoademographics_Jewish,lsoademographics_Muslim,lsoademographics_Sikh,lsoademographics_Other religion,lsoademographics_No religion,lsoademographics_Religion not stated,lsoademographics_Christian (%),lsoademographics_Buddhist (%),lsoademographics_Hindu (%),lsoademographics_Jewish (%),lsoademographics_Muslim (%),lsoademographics_Sikh (%),lsoademographics_Other religion (%),lsoademographics_No religion (%),lsoademographics_Religion not stated (%),IMD only_LSOA name (2011),IMD only_Index of Multiple Deprivation (IMD) Score,IMD only_Income Score (rate),IMD only_Employment Score (rate),"IMD only_Education, Skills and Training Score",IMD only_Health Deprivation and Disability Score,IMD only_Crime Score,IMD only_Barriers to Housing and Services Score,IMD only_Living Environment Score,lsoahouseprices_House Prices;Median Price;2014,Mean and Median Incomes_2012/13mean,Mean and Median Incomes_2012/13median,lsoaages_All Ages,lsoaages_0-15,lsoaages_16-29,lsoaages_30-44,lsoaages_45-64,lsoaages_65+,lsoaages_Working-age
E01004346,Waltham Forest,7.4411,1023,80,253,280,77,690,59.7,4.7,14.8,16.3,4.5,40.3,1174,539,68.5,31.5,469,88,84.2,15.8,871,17,58,15,338,0,7,313,94,50.8,1,3.4,0.9,19.7,0,0.4,18.3,5.5,Waltham Forest 011B,18.2,0.1,0.1,14.5,-0.6,0.6,27.7,33.2,402500,45130,37710,1713,483,273,425,377,155,1075
E01004347,Waltham Forest,6.88917,1188,131,299,303,62,795,59.9,6.6,15.1,15.3,3.1,40.1,1300,683,65.6,34.4,673,136,83.2,16.8,980,20,66,12,277,12,6,444,166,49.4,1,3.3,0.6,14,0.6,0.3,22.4,8.4,Waltham Forest 011C,15.5,0.1,0.1,8.4,-0.6,0.2,32,29.7,350000,46290,38610,1983,431,365,632,398,157,1395
E01004348,Waltham Forest,7.85289,1317,149,549,565,108,1371,49,5.5,20.4,21,4,51,1510,1178,56.2,43.8,750,223,77.1,22.9,1394,25,80,8,532,7,9,449,184,51.9,0.9,3,0.3,19.8,0.3,0.3,16.7,6.8,Waltham Forest 010B,18.2,0.1,0.1,13.2,-0.9,0.1,37,31.7,270000,43850,36690,2688,645,611,787,501,144,1899
E01004349,Waltham Forest,2.60566,1095,77,90,155,22,344,76.1,5.4,6.3,10.8,1.5,23.9,1213,226,84.3,15.7,507,40,92.7,7.3,835,6,20,11,161,0,10,276,120,58,0.4,1.4,0.8,11.2,0,0.7,19.2,8.3,Waltham Forest 001A,29.9,0.2,0.1,25.7,-0.5,0.5,47.8,26.9,311500,42020,35200,1439,310,257,289,325,258,871
E01004350,Waltham Forest,4.14689,1442,64,92,127,28,311,82.3,3.7,5.2,7.2,1.6,17.7,1460,293,83.3,16.7,870,45,95.1,4.9,1124,6,16,7,116,0,8,325,151,64.1,0.3,0.9,0.4,6.6,0,0.5,18.5,8.6,Waltham Forest 001B,28.6,0.2,0.1,16,0.2,-0.2,43.2,39.9,226000,40020,33550,1753,288,239,313,314,599,866
E01004351,Waltham Forest,4.51648,1372,65,48,84,32,229,85.7,4.1,3,5.2,2,14.3,1409,192,88,12,630,15,97.7,2.3,1054,7,6,15,57,3,5,322,132,65.8,0.4,0.4,0.9,3.6,0.2,0.3,20.1,8.2,Waltham Forest 001C,15,0.1,0.1,11.8,-0.4,-0.4,28.1,25.2,342500,46670,38910,1601,297,218,296,461,329,975
E01004352,Waltham Forest,5.24564,1730,53,55,56,26,190,90.1,2.8,2.9,2.9,1.4,9.9,1704,216,88.8,11.3,790,23,97.2,2.8,1281,5,6,24,68,2,8,407,119,66.7,0.3,0.3,1.2,3.5,0.1,0.4,21.2,6.2,Waltham Forest 002A,10.4,0,0,4.2,-0.8,0.6,24.7,23,336500,54050,44450,1920,286,312,356,535,431,1203
E01004353,Waltham Forest,6.12753,1621,53,69,40,23,185,89.8,2.9,3.8,2.2,1.3,10.2,1619,187,89.6,10.4,778,20,97.5,2.5,1133,7,10,21,86,0,12,405,132,62.7,0.4,0.6,1.2,4.8,0,0.7,22.4,7.3,Waltham Forest 002B,16.1,0.1,0.1,12.9,-0.6,0.3,33.4,18.6,325000,50740,42010,1806,277,274,337,542,376,1153
E01004354,Waltham Forest,12.4894,1513,96,74,73,12,255,85.6,5.4,4.2,4.1,0.7,14.4,1537,231,86.9,13.1,718,31,95.9,4.1,1103,9,19,14,71,1,8,428,115,62.4,0.5,1.1,0.8,4,0.1,0.5,24.2,6.5,Waltham Forest 002C,13.6,0.1,0.1,11.5,-0.3,0.4,23.8,27.7,450000,50060,41500,1768,359,287,449,421,252,1157
E01004355,Waltham Forest,3.71726,1188,84,127,162,38,411,74.3,5.3,7.9,10.1,2.4,25.7,1302,297,81.4,18.6,629,44,93.5,6.5,924,6,25,20,165,5,9,326,119,57.8,0.4,1.6,1.3,10.3,0.3,0.6,20.4,7.4,Waltham Forest 004A,25.2,0.2,0.1,17.7,-0.2,0.1,43,20.5,230000,44490,37190,1599,322,316,356,378,227,1050
E01004356,Waltham Forest,2.9095,1212,72,153,146,47,418,74.4,4.4,9.4,9,2.9,25.6,1333,297,81.8,18.2,559,31,94.7,5.3,958,6,26,13,183,0,1,312,131,58.8,0.4,1.6,0.8,11.2,0,0.1,19.1,8,Waltham Forest 001D,25.9,0.2,0.1,22,-0.4,0.4,39,21.5,365000,43390,36320,1630,330,317,297,412,274,1026
E01004357,Waltham Forest,4.8265,1114,54,153,197,38,442,71.6,3.5,9.8,12.7,2.4,28.4,1200,356,77.1,22.9,536,38,93.4,6.6,901,9,23,16,192,6,3,278,128,57.9,0.6,1.5,1,12.3,0.4,0.2,17.9,8.2,Waltham Forest 001E,17.6,0.1,0.1,15.8,-0.6,0,31.5,19.6,372500,45990,38380,1556,316,248,272,434,286,954
E01004358,Waltham Forest,6.90069,1357,78,84,103,25,290,82.4,4.7,5.1,6.3,1.5,17.6,1380,267,83.8,16.2,749,39,95.1,4.9,1044,6,17,22,99,11,7,325,116,63.4,0.4,1,1.3,6,0.7,0.4,19.7,7,Waltham Forest 002D,22.1,0.1,0.1,9.6,0,0.1,37.1,18.7,288000,46420,38710,1647,264,291,353,423,316,1067
E01004359,Waltham Forest,8.0844,1368,69,110,107,19,305,81.8,4.1,6.6,6.4,1.1,18.2,1426,247,85.2,14.8,584,26,95.7,4.3,1055,4,8,13,118,3,3,321,148,63.1,0.2,0.5,0.8,7.1,0.2,0.2,19.2,8.8,Waltham Forest 002E,12.7,0.1,0.1,11.4,-0.6,-0.1,21.5,23.4,414000,49880,41360,1673,323,306,314,493,237,1113
E01004360,Waltham Forest,4.52015,1060,50,113,65,43,271,79.6,3.8,8.5,4.9,3.2,20.4,1126,205,84.6,15.4,475,17,96.5,3.5,869,4,32,15,89,7,6,209,100,65.3,0.3,2.4,1.1,6.7,0.5,0.5,15.7,7.5,Waltham Forest 004B,13.1,0.1,0.1,13.3,-0.5,0.3,26.8,22.3,492500,49410,41010,1331,230,209,225,389,278,823
E01004361,Waltham Forest,3.55343,1026,52,71,103,42,268,79.3,4,5.5,8,3.2,20.7,1090,204,84.2,15.8,465,27,94.5,5.5,807,5,10,7,118,0,0,248,99,62.4,0.4,0.8,0.5,9.1,0,0,19.2,7.7,Waltham Forest 005A,15.4,0.1,0.1,17.7,-0.8,0,28.8,36.6,370000,47250,39360,1294,212,248,218,421,195,887
E01004362,Waltham Forest,7.0128,999,85,233,226,71,615,61.9,5.3,14.4,14,4.4,38.1,1046,568,64.8,35.2,582,94,86.1,13.9,749,6,20,6,227,8,6,438,154,46.4,0.4,1.2,0.4,14.1,0.5,0.4,27.1,9.5,Waltham Forest 021A,23.3,0.1,0.1,8.6,-0.1,0.7,38.2,43.4,345000,47250,39360,1614,268,422,397,393,134,1212
E01004363,Waltham Forest,12.969,691,61,560,198,55,874,44.2,3.9,35.8,12.7,3.5,55.8,865,700,55.3,44.7,412,94,81.4,18.6,748,11,72,2,440,6,10,197,79,47.8,0.7,4.6,0.1,28.1,0.4,0.6,12.6,5,Waltham Forest 019A,19.4,0.1,0.1,12.1,-0.2,0,31.8,35.4,407500,45880,38290,1565,294,390,340,371,170,1101
E01004364,Waltham Forest,16.0909,582,65,650,362,79,1156,33.5,3.7,37.4,20.8,4.5,66.5,989,749,56.9,43.1,456,107,81,19,697,16,29,1,639,6,7,209,134,40.1,0.9,1.7,0.1,36.8,0.3,0.4,12,7.7,Waltham Forest 019B,32,0.2,0.1,19.5,0,0.9,41.2,38,415000,42800,35840,1738,422,406,396,352,162,1154
E01004365,Waltham Forest,23.6092,621,63,1149,319,137,1668,27.1,2.8,50.2,13.9,6,72.9,960,1329,41.9,58.1,449,251,64.1,35.9,697,51,66,1,1089,34,9,223,119,30.4,2.2,2.9,0,47.6,1.5,0.4,9.7,5.2,Waltham Forest 020A,29.3,0.2,0.1,27.3,0,0.6,46.3,35.4,417500,38620,32360,2289,437,813,588,328,123,1729
E01004366,Waltham Forest,8.71114,893,102,523,290,83,998,47.2,5.4,27.7,15.3,4.4,52.8,1156,735,61.1,38.9,548,94,85.4,14.6,807,11,24,9,510,26,4,383,117,42.7,0.6,1.3,0.5,27,1.4,0.2,20.3,6.2,Waltham Forest 019C,19.6,0.1,0.1,11.7,-0.2,0.3,30,43.6,435000,45740,38180,1891,342,480,430,390,249,1300
E01004367,Waltham Forest,15.6319,591,59,674,263,50,1046,36.1,3.6,41.2,16.1,3.1,63.9,868,769,53,47,401,136,74.7,25.3,637,18,23,12,611,18,6,195,117,38.9,1.1,1.4,0.7,37.3,1.1,0.4,11.9,7.1,Waltham Forest 019D,27.3,0.1,0.1,21.1,0,1,33.6,39.2,352498,43020,36010,1637,363,403,409,299,163,1111
E01004368,Waltham Forest,13.33,826,77,625,271,76,1049,44.1,4.1,33.3,14.5,4.1,55.9,958,917,51.1,48.9,570,150,79.2,20.8,795,14,26,9,512,25,3,331,160,42.4,0.7,1.4,0.5,27.3,1.3,0.2,17.7,8.5,Waltham Forest 019E,21.8,0.1,0.1,13.6,-0.1,0.5,36.8,36,341000,45630,38100,1875,315,554,467,368,171,1389
E01004369,Waltham Forest,9.78475,864,120,430,262,90,902,48.9,6.8,24.3,14.8,5.1,51.1,764,1002,43.3,56.7,418,197,68,32,833,16,38,7,466,1,13,261,131,47.2,0.9,2.2,0.4,26.4,0.1,0.7,14.8,7.4,Waltham Forest 023A,15.8,0.1,0,16.5,-0.4,-0.2,34.3,26.5,305000,44390,37110,1766,408,498,542,243,75,1283
E01004370,Waltham Forest,9.52782,867,74,396,362,87,919,48.5,4.1,22.2,20.3,4.9,51.5,891,895,49.9,50.1,507,129,79.7,20.3,919,11,31,11,368,4,3,316,123,51.5,0.6,1.7,0.6,20.6,0.2,0.2,17.7,6.9,Waltham Forest 023B,14.5,0.1,0,10.7,-0.9,0.1,33.2,37.6,263000,45380,37900,1786,369,459,504,305,149,1268
E01004371,Waltham Forest,19.5027,849,82,399,299,74,854,49.9,4.8,23.4,17.6,4.3,50.1,879,824,51.6,48.4,502,113,81.6,18.4,770,17,49,14,334,11,4,358,146,45.2,1,2.9,0.8,19.6,0.6,0.2,21,8.6,Waltham Forest 025A,20.6,0.1,0.1,11.9,-0.4,0,33.2,44.7,423000,45570,38050,1703,282,437,512,347,125,1296
E01004372,Waltham Forest,8.72288,1034,91,232,314,160,797,56.5,5,12.7,17.1,8.7,43.5,1037,794,56.6,43.4,625,119,84,16,903,24,35,7,215,16,9,426,196,49.3,1.3,1.9,0.4,11.7,0.9,0.5,23.3,10.7,Waltham Forest 023C,11.8,0.1,0,9.2,-0.6,-0.5,28.7,41.3,271000,46070,38440,1831,393,439,623,272,104,1334
E01004373,Waltham Forest,17.7363,759,111,536,301,72,1020,42.7,6.2,30.1,16.9,4,57.3,729,1050,41,59,428,193,68.9,31.1,759,13,17,6,565,20,8,262,129,42.7,0.7,1,0.3,31.8,1.1,0.4,14.7,7.3,Waltham Forest 025B,25.6,0.1,0.1,18.8,0,0,41.7,53.8,313500,41240,34560,1779,344,545,461,280,149,1286
E01004374,Waltham Forest,19.7298,868,105,536,309,72,1022,45.9,5.6,28.4,16.3,3.8,54.1,974,916,51.5,48.5,550,138,79.9,20.1,819,17,44,6,478,45,9,349,123,43.3,0.9,2.3,0.3,25.3,2.4,0.5,18.5,6.5,Waltham Forest 025C,17.1,0.1,0.1,7.2,-0.4,-0.2,36.5,36.3,375000,45790,38230,1890,341,538,539,309,163,1386
E01004375,Waltham Forest,20.0761,851,82,582,244,96,1004,45.9,4.4,31.4,13.2,5.2,54.1,803,1052,43.3,56.7,475,172,73.4,26.6,877,28,45,2,513,7,9,282,92,47.3,1.5,2.4,0.1,27.7,0.4,0.5,15.2,5,Waltham Forest 025D,20.8,0.1,0.1,9.3,-0.3,0.4,38.4,39.5,285000,42650,35720,1855,351,514,549,319,122,1382
E01004376,Waltham Forest,24.7734,749,103,825,225,92,1245,37.6,5.2,41.4,11.3,4.6,62.4,783,1211,39.3,60.7,429,225,65.6,34.4,770,31,101,1,689,26,10,250,116,38.6,1.6,5.1,0.1,34.6,1.3,0.5,12.5,5.8,Waltham Forest 025E,22.2,0.1,0.1,14,0.2,0.2,38.9,44.3,430000,43450,36360,1994,293,681,541,329,150,1551
E01004377,Waltham Forest,3.08518,1055,103,291,292,41,727,59.2,5.8,16.3,16.4,2.3,40.8,1327,455,74.5,25.5,575,51,91.9,8.1,1037,10,32,6,275,5,6,298,113,58.2,0.6,1.8,0.3,15.4,0.3,0.3,16.7,6.3,Waltham Forest 010C,19.8,0.1,0.1,13.5,-0.3,0.8,26.3,34.6,405000,49220,40870,1782,399,330,377,476,200,1183
E01004378,Waltham Forest,6.17796,1057,124,287,310,55,776,57.7,6.8,15.7,16.9,3,42.3,1332,501,72.7,27.3,611,66,90.3,9.7,978,12,23,2,296,9,11,359,143,53.4,0.7,1.3,0.1,16.1,0.5,0.6,19.6,7.8,Waltham Forest 010D,23,0.1,0.1,17.7,-0.6,0.4,35,36,490000,46400,38700,1833,410,376,414,452,181,1242
E01004379,Waltham Forest,8.17743,1084,64,125,116,41,346,75.8,4.5,8.7,8.1,2.9,24.2,1182,248,82.7,17.3,502,21,96,4,851,16,28,7,76,10,0,339,103,59.5,1.1,2,0.5,5.3,0.7,0,23.7,7.2,Waltham Forest 007A,11.8,0.1,0,8.8,-0.8,0.6,20.1,29.7,266250,50780,42040,1430,295,271,308,397,159,976
E01004380,Waltham Forest,2.82789,1158,87,138,105,23,353,76.6,5.8,9.1,6.9,1.5,23.4,1256,255,83.1,16.9,568,39,93.6,6.4,857,7,25,14,141,2,3,357,105,56.7,0.5,1.7,0.9,9.3,0.1,0.2,23.6,6.9,Waltham Forest 007B,22.7,0.1,0.1,15.6,-0.2,0.7,30.7,30.2,320000,48740,40500,1511,308,256,334,394,219,984
E01004381,Waltham Forest,8.76649,1308,113,218,150,26,507,72.1,6.2,12,8.3,1.4,27.9,1478,337,81.4,18.6,621,53,92.1,7.9,940,20,15,23,184,6,13,469,145,51.8,1.1,0.8,1.3,10.1,0.3,0.7,25.8,8,Waltham Forest 007C,15.4,0.1,0.1,7.4,-0.7,0.4,24,34.2,322000,49570,41130,1815,403,327,439,473,173,1239
E01004382,Waltham Forest,5.87665,712,76,162,335,65,638,52.7,5.6,12,24.8,4.8,47.3,932,418,69,31,423,78,84.4,15.6,674,9,5,5,274,2,0,272,109,49.9,0.7,0.4,0.4,20.3,0.1,0,20.1,8.1,Waltham Forest 008C,38.7,0.3,0.2,28.5,0.2,0.1,45.7,24.7,340000,40120,33630,1350,406,261,310,249,124,820
E01004383,Waltham Forest,6.11087,1224,96,139,119,56,410,74.9,5.9,8.5,7.3,3.4,25.1,1372,262,84,16,544,31,94.6,5.4,955,3,38,10,128,13,5,370,112,58.4,0.2,2.3,0.6,7.8,0.8,0.3,22.6,6.9,Waltham Forest 007D,15,0.1,0.1,13.6,-0.4,0,22.9,27.4,390500,48560,40370,1634,360,277,335,425,237,1037
E01004384,Waltham Forest,5.84033,1228,108,166,266,55,595,67.4,5.9,9.1,14.6,3,32.6,1464,359,80.3,19.7,630,65,90.6,9.4,1054,5,43,3,207,5,4,351,151,57.8,0.3,2.4,0.2,11.4,0.3,0.2,19.3,8.3,Waltham Forest 003A,32.1,0.2,0.2,32.9,0.6,0,32.9,23.5,282500,40080,33600,1823,417,346,410,368,282,1124
E01004385,Waltham Forest,3.257,993,88,104,160,39,391,71.7,6.4,7.5,11.6,2.8,28.3,1116,268,80.6,19.4,601,49,92.5,7.5,804,2,34,18,121,15,6,306,78,58.1,0.1,2.5,1.3,8.7,1.1,0.4,22.1,5.6,Waltham Forest 003B,33.5,0.2,0.2,21,0.1,0.9,35.8,25.1,250000,41340,34650,1384,282,234,319,294,255,847
E01004386,Waltham Forest,4.42532,1400,66,89,79,27,261,84.3,4,5.4,4.8,1.6,15.7,1443,218,86.9,13.1,619,23,96.4,3.6,1057,5,28,33,87,4,4,315,128,63.6,0.3,1.7,2,5.2,0.2,0.2,19,7.7,Waltham Forest 003C,8.9,0,0.1,9.8,-0.7,-0.1,20.2,22.3,442000,48600,40400,1661,287,257,287,520,310,1064
E01004387,Waltham Forest,3.75753,1274,57,73,67,29,226,84.9,3.8,4.9,4.5,1.9,15.1,1326,174,88.4,11.6,515,10,98.1,1.9,894,12,8,12,67,5,9,375,118,59.6,0.8,0.5,0.8,4.5,0.3,0.6,25,7.9,Waltham Forest 007E,7.2,0,0,6.7,-0.9,-0.2,23.1,20.9,397000,52790,43530,1500,298,279,281,447,195,1007
E01004388,Waltham Forest,6.7736,1178,50,113,106,34,303,79.5,3.4,7.6,7.2,2.3,20.5,1215,266,82,18,610,39,94,6,763,5,9,18,135,2,9,389,151,51.5,0.3,0.6,1.2,9.1,0.1,0.6,26.3,10.2,Waltham Forest 007F,19.4,0.1,0.1,9.9,-0.1,0.4,27.5,24.8,290000,46650,38900,1481,251,280,308,407,235,995
E01004389,Waltham Forest,4.8808,1282,61,118,117,35,331,79.5,3.8,7.3,7.3,2.2,20.5,1356,257,84.1,15.9,658,48,93.2,6.8,951,5,25,6,159,4,1,366,96,59,0.3,1.5,0.4,9.9,0.2,0.1,22.7,6,Waltham Forest 003D,31,0.2,0.1,26.7,0,0.4,36.4,27.3,250000,40560,34000,1613,344,242,375,382,270,999
E01004390,Waltham Forest,3.63477,1244,75,77,163,37,352,77.9,4.7,4.8,10.2,2.3,22.1,1315,281,82.4,17.6,605,47,92.8,7.2,901,1,6,6,137,11,10,388,136,56.5,0.1,0.4,0.4,8.6,0.7,0.6,24.3,8.5,Waltham Forest 003E,35,0.2,0.2,34.7,0.5,0.3,36.6,23.3,270000,38970,32660,1596,365,286,340,370,235,996
E01004391,Waltham Forest,10.313,1088,93,355,232,81,761,58.8,5,19.2,12.5,4.4,41.2,1094,755,59.2,40.8,671,175,79.3,20.7,786,30,28,9,339,14,11,467,165,42.5,1.6,1.5,0.5,18.3,0.8,0.6,25.3,8.9,Waltham Forest 014A,21.3,0.1,0.1,11.5,-0.2,0.7,30.1,30.5,282750,43750,36600,1849,362,388,591,374,134,1353
E01004392,Waltham Forest,18.7884,1060,117,722,263,121,1223,46.4,5.1,31.6,11.5,5.3,53.6,1175,1108,51.5,48.5,676,203,76.9,23.1,798,13,76,2,705,12,8,494,175,35,0.6,3.3,0.1,30.9,0.5,0.4,21.6,7.7,Waltham Forest 017A,26.2,0.1,0.1,18.4,0,0.7,36.4,47.6,335000,41910,35110,2283,436,617,694,401,135,1712
E01004393,Waltham Forest,15.195,1146,85,298,558,304,1245,47.9,3.6,12.5,23.3,12.7,52.1,1406,985,58.8,41.2,858,165,83.9,16.1,1151,13,54,37,405,3,17,569,142,48.1,0.5,2.3,1.5,16.9,0.1,0.7,23.8,5.9,Waltham Forest 014B,21.8,0.1,0.1,10.7,0.1,0,40.5,33.7,270000,40410,33870,2391,340,1025,543,267,216,1835
E01004394,Waltham Forest,14.7573,837,99,489,324,72,984,46,5.4,26.9,17.8,4,54,1079,742,59.3,40.7,597,147,80.2,19.8,749,15,39,1,517,14,8,354,124,41.1,0.8,2.1,0.1,28.4,0.8,0.4,19.4,6.8,Waltham Forest 017B,36,0.2,0.2,16.4,0.7,0.8,39.7,31.8,330000,40500,33950,1821,394,360,564,347,156,1271
E01004395,Waltham Forest,1.08716,912,67,344,216,74,701,56.5,4.2,21.3,13.4,4.6,43.5,1006,607,62.4,37.6,478,87,84.6,15.4,677,15,26,6,379,2,13,365,130,42,0.9,1.6,0.4,23.5,0.1,0.8,22.6,8.1,Waltham Forest 018A,17.3,0.1,0.1,8.2,-0.3,0.5,28.8,36.4,420000,45170,37730,1613,380,285,456,333,159,1074
E01004396,Waltham Forest,14.3206,935,80,589,170,80,919,50.4,4.3,31.8,9.2,4.3,49.6,971,883,52.4,47.6,478,169,73.9,26.1,817,21,110,2,496,4,6,306,92,44.1,1.1,5.9,0.1,26.8,0.2,0.3,16.5,5,Waltham Forest 012A,19.9,0.1,0.1,13.4,-0.4,0,32.4,45.5,397500,43190,36150,1854,437,380,552,329,156,1261
E01004397,Waltham Forest,28.8613,982,119,793,329,93,1334,42.4,5.1,34.2,14.2,4,57.6,1118,1198,48.3,51.7,634,215,74.7,25.3,827,35,57,7,732,13,10,479,156,35.7,1.5,2.5,0.3,31.6,0.6,0.4,20.7,6.7,Waltham Forest 017C,26.9,0.2,0.1,7.9,-0.6,1.7,38.7,37.1,285000,43910,36730,2316,407,670,710,408,121,1788
E01004398,Waltham Forest,4.36378,942,128,473,351,72,1024,47.9,6.5,24.1,17.9,3.7,52.1,1251,715,63.6,36.4,565,114,83.2,16.8,919,21,39,4,550,3,4,295,131,46.7,1.1,2,0.2,28,0.2,0.2,15,6.7,Waltham Forest 009A,37.9,0.3,0.2,27.5,0.6,0.3,39.1,30.9,312500,36800,30790,1966,468,464,422,410,202,1296
E01004399,Waltham Forest,2.59091,709,95,397,483,49,1024,40.9,5.5,22.9,27.9,2.8,59.1,1126,607,65,35,495,99,83.3,16.7,852,14,58,11,401,23,5,255,114,49.2,0.8,3.3,0.6,23.1,1.3,0.3,14.7,6.6,Waltham Forest 009B,47.5,0.3,0.2,32.6,0.3,1.2,41.6,36.7,280000,36140,30210,1733,475,406,379,355,118,1140
E01004400,Waltham Forest,5.89225,876,88,268,402,89,847,50.8,5.1,15.6,23.3,5.2,49.2,1032,691,59.9,40.1,514,127,80.2,19.8,926,6,62,6,327,7,5,259,125,53.7,0.3,3.6,0.3,19,0.4,0.3,15,7.3,Waltham Forest 009C,29.2,0.2,0.1,20.9,-0.1,0.6,33.4,43.8,326000,39360,32990,1723,401,349,461,369,143,1179
E01004401,Waltham Forest,6.75099,1125,113,382,397,85,977,53.5,5.4,18.2,18.9,4,46.5,1159,943,55.1,44.9,609,194,75.8,24.2,1126,28,131,6,302,4,5,363,137,53.6,1.3,6.2,0.3,14.4,0.2,0.2,17.3,6.5,Waltham Forest 014C,22.2,0.1,0.1,23.6,0,0.2,34.2,27.3,355000,41580,34840,2102,460,532,602,368,140,1502
E01004402,Waltham Forest,3.6788,816,97,390,417,84,988,45.2,5.4,21.6,23.1,4.7,54.8,1067,737,59.1,40.9,552,111,83.3,16.7,801,8,58,5,473,0,6,303,150,44.4,0.4,3.2,0.3,26.2,0,0.3,16.8,8.3,Waltham Forest 009D,32.7,0.2,0.1,21.4,-0.4,0.6,34.9,44.8,340000,38060,31890,1804,447,344,433,410,170,1187
E01004403,Waltham Forest,5.86788,941,98,316,403,59,876,51.8,5.4,17.4,22.2,3.2,48.2,1150,667,63.3,36.7,503,99,83.6,16.4,916,2,44,2,375,2,8,337,131,50.4,0.1,2.4,0.1,20.6,0.1,0.4,18.5,7.2,Waltham Forest 009E,30.8,0.2,0.1,27.8,0.1,0.9,36.4,38.3,362500,38840,32550,1817,479,356,447,390,145,1193
E01004404,Waltham Forest,5.17408,939,114,402,475,119,1110,45.8,5.6,19.6,23.2,5.8,54.2,1087,962,53.1,46.9,658,224,74.6,25.4,1025,14,86,3,454,0,10,310,147,50,0.7,4.2,0.1,22.2,0,0.5,15.1,7.2,Waltham Forest 014D,28.7,0.2,0.1,21,0.3,0.1,38.3,29.4,211250,38140,31960,2049,500,442,667,354,86,1463
E01004405,Waltham Forest,19.4201,710,91,516,275,60,942,43,5.5,31.2,16.6,3.6,57,940,712,56.9,43.1,441,125,77.9,22.1,670,13,26,4,535,7,2,289,106,40.6,0.8,1.6,0.2,32.4,0.4,0.1,17.5,6.4,Waltham Forest 020B,28.4,0.2,0.1,14.5,0.1,0.6,40.8,38.2,315000,41600,34860,1652,377,416,423,306,130,1145
E01004406,Waltham Forest,27.6919,867,102,509,295,86,992,46.6,5.5,27.4,15.9,4.6,53.4,841,1018,45.2,54.8,511,220,69.9,30.1,777,22,40,4,541,3,4,328,140,41.8,1.2,2.2,0.2,29.1,0.2,0.2,17.6,7.5,Waltham Forest 016A,22.5,0.1,0.1,12.1,-0.1,0.2,37.8,52.1,281000,42330,35460,1859,379,472,584,310,114,1366
E01004407,Waltham Forest,9.34314,518,235,229,543,108,1115,31.7,14.4,14,33.3,6.6,68.3,908,725,55.6,44.4,348,145,70.6,29.4,752,13,46,2,458,3,8,247,104,46.1,0.8,2.8,0.1,28,0.2,0.5,15.1,6.4,Waltham Forest 013A,41.2,0.2,0.2,29.7,0.1,0.4,39.8,33.1,230500,35270,29440,1633,491,551,331,177,83,1059
E01004408,Waltham Forest,13.0956,973,78,402,247,49,776,55.6,4.5,23,14.1,2.8,44.4,1035,714,59.2,40.8,548,128,81.1,18.9,761,13,44,8,355,8,2,409,149,43.5,0.7,2.5,0.5,20.3,0.5,0.1,23.4,8.5,Waltham Forest 016B,23.3,0.1,0.1,6.5,0,0.8,31.6,37.4,425000,44790,37430,1749,384,346,520,355,144,1221
E01004409,Waltham Forest,22.0624,945,89,391,172,64,716,56.9,5.4,23.5,10.4,3.9,43.1,951,710,57.3,42.7,579,132,81.4,18.6,628,14,24,4,423,0,8,414,146,37.8,0.8,1.4,0.2,25.5,0,0.5,24.9,8.8,Waltham Forest 016C,27.4,0.2,0.1,9.4,0.1,0.8,37.7,34.3,389000,43360,36290,1661,279,345,493,326,218,1164
E01004410,Waltham Forest,11.5197,1079,133,250,349,87,819,56.8,7,13.2,18.4,4.6,43.2,1246,652,65.6,34.4,715,137,83.9,16.1,816,19,33,12,331,11,9,460,207,43,1,1.7,0.6,17.4,0.6,0.5,24.2,10.9,Waltham Forest 013B,34.2,0.2,0.1,17.8,0.3,0.9,38.3,26.6,310893,38860,32570,1898,391,355,510,356,286,1221
E01004411,Waltham Forest,32.454,795,85,542,212,87,926,46.2,4.9,31.5,12.3,5.1,53.8,884,837,51.4,48.6,512,136,79,21,631,18,57,3,506,10,4,360,132,36.7,1,3.3,0.2,29.4,0.6,0.2,20.9,7.7,Waltham Forest 016D,26.5,0.1,0.1,12.2,0.3,1,36.7,36.3,349500,44470,37180,1721,278,499,537,287,120,1323
